,R
167095,506
167096,-1621
167097,-1264
167098,848
167099,1532
167100,0
167101,-1256
167102,-571
167103,704
167104,760
167105,-203
167106,-717
167107,-167
167108,485
167109,304
167110,-119
167111,14
167112,0
167113,-654
167114,-521
167115,989
167116,1501
167117,-530
167118,-2351
167119,-685
167120,2557
167121,2313
167122,-1803
167123,-3826
167124,0
167125,4564
167126,2561
167127,-3896
167128,-5096
167129,1615
167130,6578
167131,1788
167132,-6279
167133,-5382
167134,4001
167135,8134
167136,0
167137,-8954
167138,-4820
167139,7028
167140,8804
167141,-2674
167142,-10476
167143,-2747
167144,9325
167145,7726
167146,-5543
167147,-10849
167148,0
167149,11045
167150,5745
167151,-8159
167152,-10048
167153,3027
167154,11821
167155,3095
167156,-10478
167157,-8642
167158,6159
167159,11953
167160,0
167161,-11904
167162,-6116
167163,8577
167164,10417
167165,-3086
167166,-11812
167167,-3022
167168,9976
167169,8015
167170,-5563
167171,-10526
167172,0
167173,10127
167174,5177
167175,-7272
167176,-8895
167177,2667
167178,10380
167179,2711
167180,-9152
167181,-7513
167182,5317
167183,10242
167184,0
167185,-10138
167186,-5217
167187,7331
167188,8920
167189,-2648
167190,-10176
167191,-2618
167192,8700
167193,7049
167194,-4949
167195,-9522
167196,0
167197,9576
167198,5018
167199,-7229
167200,-9055
167201,2763
167202,10820
167203,2799
167204,-9203
167205,-7237
167206,4829
167207,8625
167208,0
167209,-6995
167210,-3197
167211,3944
167212,4140
167213,-1027
167214,-3128
167215,-583
167216,1188
167217,380
167218,90
167219,692
167220,0
167221,-1024
167222,-450
167223,434
167224,271
167225,-23
167226,-18
167227,-32
167228,364
167229,622
167230,-739
167231,-2115
167232,0
167233,3768
167234,2454
167235,-4256
167236,-6244
167237,2182
167238,9608
167239,2758
167240,-9969
167241,-8577
167242,6245
167243,12175
167244,0
167245,-11792
167246,-5896
167247,7983
167248,9289
167249,-2616
167250,-9451
167251,-2269
167252,7016
167253,5296
167254,-3486
167255,-6357
167256,0
167257,6055
167258,3174
167259,-4630
167260,-5893
167261,1826
167262,7243
167263,1895
167264,-6296
167265,-4991
167266,3343
167267,5968
167268,0
167269,-4741
167270,-2112
167271,2498
167272,2462
167273,-563
167274,-1548
167275,-254
167276,426
167277,67
167278,97
167279,351
167280,0
167281,-314
167282,-85
167283,-12
167284,-170
167285,84
167286,377
167287,82
167288,-119
167289,111
167290,-278
167291,-996
167292,0
167293,2046
167294,1333
167295,-2234
167296,-3090
167297,1000
167298,4033
167299,1051
167300,-3412
167301,-2592
167302,1625
167303,2618
167304,0
167305,-1328
167306,-320
167307,-53
167308,-621
167309,318
167310,1561
167311,437
167312,-1389
167313,-928
167314,418
167315,206
167316,0
167317,1260
167318,1063
167319,-2082
167320,-3232
167321,1150
167322,5042
167323,1419
167324,-4977
167325,-4114
167326,2852
167327,5232
167328,0
167329,-4332
167330,-1975
167331,2436
167332,2613
167333,-697
167334,-2506
167335,-637
167336,2232
167337,2014
167338,-1633
167339,-3696
167340,0
167341,5125
167342,3088
167343,-5005
167344,-6887
167345,2263
167346,9404
167347,2563
167348,-8851
167349,-7322
167350,5156
167351,9776
167352,0
167353,-9074
167354,-4456
167355,5930
167356,6787
167357,-1887
167358,-6788
167359,-1640
167360,5169
167361,4018
167362,-2744
167363,-5199
167364,0
167365,5204
167366,2725
167367,-3897
167368,-4800
167369,1428
167370,5411
167371,1347
167372,-4240
167373,-3165
167374,1976
167375,3226
167376,0
167377,-1860
167378,-586
167379,299
167380,-265
167381,259
167382,1650
167383,577
167384,-2371
167385,-2240
167386,1762
167387,3693
167388,0
167389,-4166
167390,-2264
167391,3351
167392,4288
167393,-1340
167394,-5434
167395,-1485
167396,5287
167397,4630
167398,-3533
167399,-7391
167400,0
167401,8617
167402,4764
167403,-7116
167404,-9098
167405,2806
167406,11072
167407,2899
167408,-9732
167409,-7912
167410,5531
167411,10486
167412,0
167413,-9862
167414,-4891
167415,6585
167416,7646
167417,-2166
167418,-7964
167419,-1978
167420,6431
167421,5171
167422,-3649
167423,-7115
167424,0
167425,7402
167426,3922
167427,-5668
167428,-7068
167429,2138
167430,8310
167431,2144
167432,-7077
167433,-5622
167434,3805
167435,6903
167436,0
167437,-5697
167438,-2582
167439,3117
167440,3177
167441,-771
167442,-2364
167443,-475
167444,1220
167445,763
167446,-425
167447,-694
167448,0
167449,715
167450,445
167451,-793
167452,-1216
167453,441
167454,1986
167455,571
167456,-2036
167457,-1689
167458,1161
167459,2077
167460,0
167461,-1494
167462,-576
167463,514
167464,253
167465,32
167466,506
167467,215
167468,-942
167469,-886
167470,658
167471,1243
167472,0
167473,-968
167474,-391
167475,377
167476,239
167477,-10
167478,139
167479,65
167480,-253
167481,-182
167482,76
167483,-25
167484,0
167485,538
167486,437
167487,-854
167488,-1340
167489,485
167490,2172
167491,622
167492,-2220
167493,-1865
167494,1316
167495,2461
167496,0
167497,-2106
167498,-975
167499,1228
167500,1348
167501,-367
167502,-1331
167503,-338
167504,1177
167505,1058
167506,-853
167507,-1911
167508,0
167509,2546
167510,1491
167511,-2334
167512,-3089
167513,973
167514,3877
167515,1014
167516,-3358
167517,-2655
167518,1776
167519,3161
167520,0
167521,-2431
167522,-1027
167523,1102
167524,924
167525,-159
167526,-221
167527,28
167528,-329
167529,-421
167530,379
167531,856
167532,0
167533,-1051
167534,-587
167535,882
167536,1132
167537,-356
167538,-1485
167539,-429
167540,1667
167541,1615
167542,-1364
167543,-3139
167544,0
167545,4264
167546,2505
167547,-3952
167548,-5324
167549,1729
167550,7197
167551,1988
167552,-7045
167553,-6045
167554,4455
167555,8898
167556,0
167557,-9290
167558,-4868
167559,6942
167560,8560
167561,-2575
167562,-10029
167563,-2618
167564,8844
167565,7293
167566,-5207
167567,-10158
167568,0
167569,10367
167570,5424
167571,-7759
167572,-9610
167573,2902
167574,11310
167575,2940
167576,-9834
167577,-7977
167578,5573
167579,10581
167580,0
167581,-10097
167582,-5082
167583,6973
167584,8269
167585,-2388
167586,-8910
167587,-2225
167588,7193
167589,5679
167590,-3891
167591,-7295
167592,0
167593,6910
167594,3484
167595,-4794
167596,-5698
167597,1647
167598,6143
167599,1528
167600,-4893
167601,-3799
167602,2535
167603,4577
167604,0
167605,-3849
167606,-1779
167607,2198
167608,2299
167609,-573
167610,-1806
167611,-375
167612,997
167613,653
167614,-380
167615,-628
167616,0
167617,519
167618,257
167619,-361
167620,-457
167621,144
167622,600
167623,164
167624,-572
167625,-465
167626,305
167627,488
167628,0
167629,-116
167630,68
167631,-293
167632,-594
167633,241
167634,1149
167635,345
167636,-1291
167637,-1146
167638,861
167639,1734
167640,0
167641,-1784
167642,-910
167643,1247
167644,1460
167645,-415
167646,-1544
167647,-393
167648,1331
167649,1130
167650,-854
167651,-1801
167652,0
167653,2193
167654,1248
167655,-1928
167656,-2566
167657,830
167658,3459
167659,960
167660,-3430
167661,-2972
167662,2217
167663,4487
167664,0
167665,-4812
167666,-2554
167667,3691
167668,4614
167669,-1409
167670,-5589
167671,-1492
167672,5184
167673,4415
167674,-3269
167675,-6623
167676,0
167677,7251
167678,3902
167679,-5704
167680,-7181
167681,2196
167682,8653
167683,2276
167684,-7720
167685,-6373
167686,4543
167687,8820
167688,0
167689,-8776
167690,-4498
167691,6286
167692,7617
167693,-2260
167694,-8717
167695,-2263
167696,7627
167697,6290
167698,-4496
167699,-8779
167700,0
167701,8931
167702,4658
167703,-6627
167704,-8145
167705,2433
167706,9356
167707,2396
167708,-7886
167709,-6292
167710,4321
167711,8065
167712,0
167713,-7480
167714,-3732
167715,5098
167716,6051
167717,-1760
167718,-6652
167719,-1692
167720,5591
167721,4526
167722,-3187
167723,-6170
167724,0
167725,6337
167726,3363
167727,-4902
167728,-6199
167729,1907
167730,7545
167731,1982
167732,-6678
167733,-5445
167734,3820
167735,7293
167736,0
167737,-7094
167738,-3625
167739,5061
167740,6120
167741,-1805
167742,-6899
167743,-1775
167744,5965
167745,4945
167746,-3590
167747,-7180
167748,0
167749,7788
167750,4182
167751,-6074
167752,-7528
167753,2238
167754,8458
167755,2108
167756,-6700
167757,-5117
167758,3329
167759,5813
167760,0
167761,-4426
167762,-1885
167763,2046
167764,1716
167765,-284
167766,-318
167767,79
167768,-657
167769,-729
167770,566
167771,1058
167772,0
167773,-781
167774,-337
167775,419
167776,489
167777,-154
167778,-715
167779,-247
167780,1170
167781,1359
167782,-1331
167783,-3439
167784,0
167785,5519
167786,3425
167787,-5602
167788,-7679
167789,2496
167790,10246
167791,2762
167792,-9472
167793,-7808
167794,5500
167795,10455
167796,0
167797,-9723
167798,-4744
167799,6221
167800,6961
167801,-1881
167802,-6554
167803,-1538
167804,4746
167805,3661
167806,-2516
167807,-4847
167808,0
167809,5036
167810,2667
167811,-3838
167812,-4740
167813,1411
167814,5358
167815,1336
167816,-4214
167817,-3152
167818,1969
167819,3209
167820,0
167821,-1802
167822,-547
167823,243
167824,-301
167825,248
167826,1471
167827,484
167828,-1868
167829,-1650
167830,1206
167831,2320
167832,0
167833,-2124
167834,-1032
167835,1382
167836,1645
167837,-496
167838,-2018
167839,-569
167840,2126
167841,1963
167842,-1570
167843,-3403
167844,0
167845,4113
167846,2290
167847,-3426
167848,-4351
167849,1315
167850,4994
167851,1227
167852,-3758
167853,-2683
167854,1569
167855,2332
167856,0
167857,-959
167858,-202
167859,-36
167860,-320
167861,140
167862,570
167863,115
167864,-152
167865,163
167866,-379
167867,-1337
167868,0
167869,2698
167870,1739
167871,-2875
167872,-3903
167873,1233
167874,4837
167875,1225
167876,-3884
167877,-2909
167878,1830
167879,3056
167880,0
167881,-2098
167882,-868
167883,972
167884,974
167885,-262
167886,-1074
167887,-341
167888,1519
167889,1673
167890,-1565
167891,-3866
167892,0
167893,5653
167894,3359
167895,-5291
167896,-7031
167897,2226
167898,8926
167899,2352
167900,-7879
167901,-6339
167902,4350
167903,8031
167904,0
167905,-7009
167906,-3325
167907,4280
167908,4770
167909,-1307
167910,-4709
167911,-1160
167912,3791
167913,3090
167914,-2219
167915,-4397
167916,0
167917,4679
167918,2492
167919,-3599
167920,-4447
167921,1318
167922,4947
167923,1208
167924,-3686
167925,-2620
167926,1516
167927,2187
167928,0
167929,-568
167930,126
167931,-751
167932,-1576
167933,648
167934,3112
167935,940
167936,-3534
167937,-3150
167938,2379
167939,4823
167940,0
167941,-5103
167942,-2684
167943,3848
167944,4803
167945,-1478
167946,-5963
167947,-1632
167948,5837
167949,5115
167950,-3885
167951,-8037
167952,0
167953,9022
167954,4881
167955,-7151
167956,-8996
167957,2738
167958,10673
167959,2755
167960,-9085
167961,-7213
167962,4896
167963,8968
167964,0
167965,-7819
167966,-3748
167967,4921
167968,5646
167969,-1602
167970,-5981
167971,-1520
167972,5074
167973,4179
167974,-3006
167975,-5941
167976,0
167977,6245
167978,3307
167979,-4755
167980,-5860
167981,1735
167982,6518
167983,1601
167984,-4943
167985,-3601
167986,2182
167987,3436
167988,0
167989,-1790
167990,-513
167991,185
167992,-361
167993,255
167994,1430
167995,446
167996,-1616
167997,-1312
167998,854
167999,1391
168000,0
168001,-646
168002,-116
168003,-130
168004,-475
168005,214
168006,1008
168007,279
168008,-902
168009,-635
168010,330
168011,333
168012,0
168013,434
168014,444
168015,-931
168016,-1480
168017,525
168018,2255
168019,610
168020,-2019
168021,-1537
168022,948
168023,1464
168024,0
168025,-546
168026,-26
168027,-313
168028,-780
168029,334
168030,1603
168031,468
168032,-1657
168033,-1349
168034,902
168035,1560
168036,0
168037,-1035
168038,-378
168039,304
168040,99
168041,44
168042,400
168043,142
168044,-524
168045,-394
168046,204
168047,172
168048,0
168049,412
168050,368
168051,-717
168052,-1071
168053,360
168054,1470
168055,380
168056,-1203
168057,-876
168058,509
168059,712
168060,0
168061,-54
168062,151
168063,-454
168064,-821
168065,309
168066,1365
168067,371
168068,-1205
168069,-871
168070,483
168071,588
168072,0
168073,283
168074,388
168075,-883
168076,-1458
168077,536
168078,2407
168079,692
168080,-2483
168081,-2110
168082,1516
168083,2918
168084,0
168085,-2760
168086,-1368
168087,1852
168088,2194
168089,-646
168090,-2531
168091,-684
168092,2466
168093,2233
168094,-1788
168095,-3960
168096,0
168097,5219
168098,3065
168099,-4849
168100,-6532
168101,2110
168102,8680
168103,2358
168104,-8183
168105,-6857
168106,4928
168107,9595
168108,0
168109,-9555
168110,-4898
168111,6834
168112,8235
168113,-2421
168114,-9226
168115,-2367
168116,7908
168117,6497
168118,-4655
168119,-9171
168120,0
168121,9652
168122,5134
168123,-7443
168124,-9307
168125,2823
168126,11013
168127,2859
168128,-9539
168129,-7714
168130,5364
168131,10113
168132,0
168133,-9422
168134,-4656
168135,6245
168136,7213
168137,-2028
168138,-7372
168139,-1799
168140,5698
168141,4421
168142,-2982
168143,-5522
168144,0
168145,5110
168146,2546
168147,-3463
168148,-4067
168149,1160
168150,4238
168151,1022
168152,-3125
168153,-2274
168154,1387
168155,2220
168156,0
168157,-1253
168158,-410
168159,274
168160,6
168161,82
168162,587
168163,206
168164,-821
168165,-741
168166,549
168167,1076
168168,0
168169,-1003
168170,-481
168171,622
168172,704
168173,-203
168174,-807
168175,-228
168176,881
168177,850
168178,-713
168179,-1619
168180,0
168181,2103
168182,1198
168183,-1825
168184,-2358
168185,729
168186,2864
168187,739
168188,-2418
168189,-1892
168190,1255
168191,2228
168192,0
168193,-1768
168194,-790
168195,952
168196,988
168197,-254
168198,-881
168199,-219
168200,765
168201,700
168202,-579
168203,-1335
168204,0
168205,1863
168206,1109
168207,-1769
168208,-2392
168209,775
168210,3197
168211,871
168212,-3038
168213,-2566
168214,1868
168215,3704
168216,0
168217,-3886
168218,-2055
168219,2961
168220,3680
168221,-1114
168222,-4377
168223,-1157
168224,3992
168225,3389
168226,-2509
168227,-5109
168228,0
168229,5705
168230,3105
168231,-4582
168232,-5810
168233,1784
168234,7050
168235,1860
168236,-6334
168237,-5260
168238,3781
168239,7428
168240,0
168241,-7657
168242,-4011
168243,5722
168244,7048
168245,-2112
168246,-8172
168247,-2115
168248,7078
168249,5782
168250,-4091
168251,-7905
168252,0
168253,7871
168254,4047
168255,-5661
168256,-6826
168257,2001
168258,7579
168259,1922
168260,-6316
168261,-5075
168262,3539
168263,6760
168264,0
168265,-6613
168266,-3375
168267,4696
168268,5656
168269,-1666
168270,-6374
168271,-1639
168272,5468
168273,4448
168274,-3128
168275,-5984
168276,0
168277,5770
168278,2909
168279,-4002
168280,-4781
168281,1404
168282,5392
168283,1403
168284,-4763
168285,-3962
168286,2855
168287,5608
168288,0
168289,-5731
168290,-2988
168291,4256
168292,5268
168293,-1601
168294,-6342
168295,-1691
168296,5835
168297,4896
168298,-3538
168299,-6933
168300,0
168301,6977
168302,3594
168303,-5062
168304,-6209
168305,1874
168306,7367
168307,1942
168308,-6604
168309,-5445
168310,3855
168311,7381
168312,0
168313,-6998
168314,-3473
168315,4675
168316,5416
168317,-1516
168318,-5409
168319,-1265
168320,3730
168321,2600
168322,-1512
168323,-2292
168324,0
168325,1200
168326,413
168327,-362
168328,-233
168329,17
168330,-120
168331,-78
168332,418
168333,468
168334,-424
168335,-1002
168336,0
168337,1397
168338,851
168339,-1439
168340,-2139
168341,780
168342,3664
168343,1138
168344,-4490
168345,-4234
168346,3383
168347,7232
168348,0
168349,-8353
168350,-4531
168351,6616
168352,8250
168353,-2479
168354,-9523
168355,-2423
168356,7881
168357,6177
168358,-4139
168359,-7480
168360,0
168361,6310
168362,2951
168363,-3748
168364,-4131
168365,1126
168366,4069
168367,1011
168368,-3333
168369,-2725
168370,1946
168371,3798
168372,0
168373,-3760
168374,-1890
168375,2552
168376,2939
168377,-811
168378,-2831
168379,-639
168380,1772
168381,1103
168382,-505
168383,-393
168384,0
168385,-860
168386,-765
168387,1501
168388,2291
168389,-799
168390,-3453
168391,-967
168392,3424
168393,2905
168394,-2106
168395,-4129
168396,0
168397,4176
168398,2165
168399,-3063
168400,-3750
168401,1119
168402,4317
168403,1116
168404,-3742
168405,-3066
168406,2174
168407,4199
168408,0
168409,-4131
168410,-2091
168411,2856
168412,3336
168413,-940
168414,-3401
168415,-819
168416,2551
168417,1941
168418,-1286
168419,-2353
168420,0
168421,2219
168422,1151
168423,-1666
168424,-2133
168425,677
168426,2798
168427,775
168428,-2760
168429,-2372
168430,1739
168431,3430
168432,0
168433,-3388
168434,-1696
168435,2280
168436,2609
168437,-717
168438,-2514
168439,-584
168440,1745
168441,1275
168442,-818
168443,-1476
168444,0
168445,1490
168446,841
168447,-1349
168448,-1916
168449,667
168450,3000
168451,893
168452,-3398
168453,-3103
168454,2412
168455,5040
168456,0
168457,-5613
168458,-2988
168459,4265
168460,5171
168461,-1502
168462,-5553
168463,-1356
168464,4240
168465,3208
168466,-2089
168467,-3712
168468,0
168469,3138
168470,1492
168471,-1938
168472,-2190
168473,611
168474,2249
168475,568
168476,-1900
168477,-1577
168478,1141
168479,2250
168480,0
168481,-2231
168482,-1102
168483,1431
168484,1531
168485,-373
168486,-1048
168487,-152
168488,66
168489,-342
168490,543
168491,1660
168492,0
168493,-2927
168494,-1840
168495,3045
168496,4233
168497,-1400
168498,-5868
168499,-1617
168500,5687
168501,4823
168502,-3511
168503,-6942
168504,0
168505,7188
168506,3778
168507,-5422
168508,-6742
168509,2046
168510,8040
168511,2116
168512,-7207
168513,-5989
168514,4311
168515,8471
168516,0
168517,-8720
168518,-4560
168519,6489
168520,7965
168521,-2376
168522,-9127
168523,-2336
168524,7698
168525,6156
168526,-4241
168527,-7946
168528,0
168529,7381
168530,3666
168531,-4966
168532,-5820
168533,1662
168534,6131
168535,1510
168536,-4792
168537,-3695
168538,2455
168539,4437
168540,0
168541,-3811
168542,-1802
168543,2295
168544,2483
168545,-639
168546,-2063
168547,-425
168548,1056
168549,561
168550,-189
168551,9
168552,0
168553,-655
168554,-474
168555,832
168556,1178
168557,-389
168558,-1607
168559,-433
168560,1487
168561,1229
168562,-869
168563,-1668
168564,0
168565,1639
168566,850
168567,-1219
168568,-1533
168569,473
168570,1893
168571,503
168572,-1717
168573,-1413
168574,997
168575,1906
168576,0
168577,-1804
168578,-887
168579,1164
168580,1284
168581,-330
168582,-1032
168583,-193
168584,376
168585,75
168586,108
168587,503
168588,0
168589,-1007
168590,-630
168591,1029
168592,1415
168593,-464
168594,-1934
168595,-528
168596,1835
168597,1528
168598,-1089
168599,-2100
168600,0
168601,2069
168602,1067
168603,-1514
168604,-1882
168605,577
168606,2314
168607,623
168608,-2167
168609,-1829
168610,1329
168611,2620
168612,0
168613,-2676
168614,-1381
168615,1925
168616,2299
168617,-662
168618,-2448
168619,-600
168620,1892
168621,1446
168622,-954
168623,-1720
168624,0
168625,1478
168626,701
168627,-896
168628,-978
168629,258
168630,896
168631,216
168632,-725
168633,-639
168634,516
168635,1166
168636,0
168637,-1559
168638,-896
168639,1359
168640,1726
168641,-522
168642,-2027
168643,-530
168644,1822
168645,1561
168646,-1176
168647,-2451
168648,0
168649,2854
168650,1567
168651,-2313
168652,-2921
168653,897
168654,3591
168655,974
168656,-3467
168657,-3047
168658,2337
168659,4916
168660,0
168661,-5763
168662,-3189
168663,4779
168664,6154
168665,-1922
168666,-7722
168667,-2066
168668,7110
168669,5938
168670,-4274
168671,-8372
168672,0
168673,8531
168674,4443
168675,-6309
168676,-7743
168677,2314
168678,8924
168679,2301
168680,-7669
168681,-6241
168682,4405
168683,8518
168684,0
168685,-8589
168686,-4473
168687,6361
168688,7811
168689,-2330
168690,-8942
168691,-2284
168692,7494
168693,5965
168694,-4089
168695,-7616
168696,0
168697,6985
168698,3445
168699,-4625
168700,-5349
168701,1500
168702,5399
168703,1293
168704,-3981
168705,-2976
168706,1920
168707,3375
168708,0
168709,-2779
168710,-1297
168711,1637
168712,1772
168713,-463
168714,-1547
168715,-341
168716,944
168717,608
168718,-310
168719,-359
168720,0
168721,-128
168722,-186
168723,414
168724,654
168725,-226
168726,-946
168727,-251
168728,835
168729,666
168730,-458
168731,-874
168732,0
168733,908
168734,490
168735,-724
168736,-923
168737,284
168738,1127
168739,299
168740,-1035
168741,-883
168742,656
168743,1340
168744,0
168745,-1465
168746,-769
168747,1064
168748,1219
168749,-324
168750,-1054
168751,-216
168752,536
168753,289
168754,-109
168755,-53
168756,0
168757,-178
168758,-133
168759,228
168760,294
168761,-79
168762,-209
168763,-11
168764,-161
168765,-333
168766,400
168767,1117
168768,0
168769,-1797
168770,-1086
168771,1729
168772,2317
168773,-743
168774,-3037
168775,-823
168776,2863
168777,2415
168778,-1751
168779,-3448
168780,0
168781,3515
168782,1830
168783,-2607
168784,-3237
168785,990
168786,3960
168787,1073
168788,-3794
168789,-3292
168790,2481
168791,5102
168792,0
168793,-5710
168794,-3101
168795,4580
168796,5837
168797,-1809
168798,-7230
168799,-1927
168800,6612
168801,5504
168802,-3944
168803,-7668
168804,0
168805,7622
168806,3904
168807,-5442
168808,-6550
168809,1920
168810,7276
168811,1849
168812,-6093
168813,-4910
168814,3436
168815,6592
168816,0
168817,-6563
168818,-3399
168819,4810
168820,5889
168821,-1759
168822,-6805
168823,-1765
168824,5935
168825,4872
168826,-3466
168827,-6735
168828,0
168829,6774
168830,3495
168831,-4904
168832,-5936
168833,1749
168834,6651
168835,1690
168836,-5552
168837,-4447
168838,3091
168839,5889
168840,0
168841,-5793
168842,-2993
168843,4242
168844,5228
168845,-1576
168846,-6161
168847,-1616
168848,5500
168849,4582
168850,-3313
168851,-6561
168852,0
168853,6903
168854,3658
168855,-5279
168856,-6566
168857,1984
168858,7729
168859,2013
168860,-6775
168861,-5558
168862,3943
168863,7637
168864,0
168865,-7667
168866,-3974
168867,5624
168868,6893
168869,-2063
168870,-7985
168871,-2064
168872,6864
168873,5522
168874,-3807
168875,-7081
168876,0
168877,6254
168878,2961
168879,-3767
168880,-4085
168881,1063
168882,3502
168883,750
168884,-1991
168885,-1214
168886,576
168887,595
168888,0
168889,298
168890,326
168891,-642
168892,-943
168893,318
168894,1363
168895,391
168896,-1473
168897,-1369
168898,1116
168899,2500
168900,0
168901,-3365
168902,-2012
168903,3274
168904,4595
168905,-1560
168906,-6775
168907,-1941
168908,7084
168909,6205
168910,-4636
168911,-9326
168912,0
168913,9728
168914,5052
168915,-7090
168916,-8516
168917,2466
168918,9132
168919,2239
168920,-7032
168921,-5340
168922,3485
168923,6187
168924,0
168925,-5225
168926,-2509
168927,3329
168928,3878
168929,-1117
168930,-4217
168931,-1075
168932,3565
168933,2880
168934,-2003
168935,-3767
168936,0
168937,3402
168938,1615
168939,-2018
168940,-2074
168941,481
168942,1262
168943,159
168944,42
168945,511
168946,-690
168947,-1940
168948,0
168949,3027
168950,1808
168951,-2853
168952,-3792
168953,1200
168954,4801
168955,1262
168956,-4219
168957,-3403
168958,2360
168959,4466
168960,0
168961,-4343
168962,-2249
168963,3217
168964,4016
168965,-1227
168966,-4849
168967,-1278
168968,4331
168969,3559
168970,-2516
168971,-4832
168972,0
168973,4713
168974,2396
168975,-3310
168976,-3930
168977,1127
168978,4146
168979,1012
168980,-3176
168981,-2423
168982,1604
168983,2926
168984,0
168985,-2703
168986,-1369
168987,1911
168988,2329
168989,-696
168990,-2707
168991,-704
168992,2360
168993,1913
168994,-1326
168995,-2466
168996,0
168997,2131
168998,989
168999,-1229
169000,-1299
169001,330
169002,1078
169003,237
169004,-704
169005,-541
169006,387
169007,816
169008,0
169009,-1108
169010,-685
169011,1151
169012,1656
169013,-573
169014,-2528
169015,-735
169016,2721
169017,2416
169018,-1827
169019,-3701
169020,0
169021,3835
169022,1963
169023,-2699
169024,-3167
169025,895
169026,3241
169027,779
169028,-2415
169029,-1826
169030,1201
169031,2184
169032,0
169033,-2038
169034,-1048
169035,1493
169036,1861
169037,-570
169038,-2272
169039,-606
169040,2085
169041,1738
169042,-1242
169043,-2394
169044,0
169045,2229
169046,1053
169047,-1283
169048,-1249
169049,260
169050,518
169051,-1
169052,477
169053,784
169054,-833
169055,-2137
169056,0
169057,3121
169058,1843
169059,-2893
169060,-3846
169061,1226
169062,4977
169063,1337
169064,-4602
169065,-3836
169066,2756
169067,5406
169068,0
169069,-5617
169070,-2986
169071,4362
169072,5542
169073,-1722
169074,-6934
169075,-1869
169076,6513
169077,5528
169078,-4054
169079,-8098
169080,0
169081,8525
169082,4482
169083,-6390
169084,-7820
169085,2315
169086,8787
169087,2216
169088,-7181
169089,-5648
169090,3830
169091,7071
169092,0
169093,-6409
169094,-3153
169095,4238
169096,4935
169097,-1402
169098,-5145
169099,-1261
169100,3987
169101,3061
169102,-2022
169103,-3620
169104,0
169105,2987
169106,1363
169107,-1654
169108,-1671
169109,386
169110,1034
169111,143
169112,-52
169113,299
169114,-443
169115,-1278
169116,0
169117,2022
169118,1208
169119,-1899
169120,-2514
169121,795
169122,3204
169123,853
169124,-2911
169125,-2406
169126,1715
169127,3337
169128,0
169129,-3408
169130,-1796
169131,2599
169132,3264
169133,-998
169134,-3925
169135,-1027
169136,3452
169137,2810
169138,-1964
169139,-3714
169140,0
169141,3459
169142,1702
169143,-2254
169144,-2531
169145,673
169146,2232
169147,472
169148,-1212
169149,-689
169150,284
169151,188
169152,0
169153,416
169154,340
169155,-629
169156,-917
169157,308
169158,1296
169159,358
169160,-1263
169161,-1079
169162,792
169163,1590
169164,0
169165,-1743
169166,-952
169167,1425
169168,1851
169169,-588
169170,-2428
169171,-670
169172,2380
169173,2051
169174,-1519
169175,-3053
169176,0
169177,3198
169178,1657
169179,-2310
169180,-2745
169181,786
169182,2877
169183,697
169184,-2166
169185,-1632
169186,1064
169187,1901
169188,0
169189,-1667
169190,-819
169191,1116
169192,1337
169193,-397
169194,-1554
169195,-411
169196,1420
169197,1205
169198,-888
169199,-1787
169200,0
169201,1898
169202,1000
169203,-1430
169204,-1757
169205,520
169206,1969
169207,493
169208,-1602
169209,-1279
169210,897
169211,1744
169212,0
169213,-1871
169214,-1038
169215,1600
169216,2158
169217,-712
169218,-3049
169219,-872
169220,3220
169221,2880
169222,-2210
169223,-4590
169224,0
169225,5191
169226,2830
169227,-4185
169228,-5318
169229,1637
169230,6480
169231,1708
169232,-5796
169233,-4778
169234,3403
169235,6622
169236,0
169237,-6743
169238,-3535
169239,5077
169240,6333
169241,-1931
169242,-7619
169243,-2014
169244,6882
169245,5736
169246,-4137
169247,-8135
169248,0
169249,8360
169250,4366
169251,-6206
169252,-7608
169253,2263
169254,8656
169255,2206
169256,-7235
169257,-5764
169258,3958
169259,7393
169260,0
169261,-6823
169262,-3376
169263,4555
169264,5311
169265,-1509
169266,-5543
169267,-1366
169268,4365
169269,3410
169270,-2306
169271,-4251
169272,0
169273,3808
169274,1847
169275,-2433
169276,-2761
169277,761
169278,2703
169279,640
169280,-1949
169281,-1434
169282,901
169283,1518
169284,0
169285,-1047
169286,-417
169287,417
169288,316
169289,-42
169290,12
169291,42
169292,-257
169293,-291
169294,255
169295,575
169296,0
169297,-711
169298,-394
169299,586
169300,740
169301,-225
169302,-877
169303,-226
169304,745
169305,591
169306,-401
169307,-737
169308,0
169309,649
169310,305
169311,-375
169312,-381
169313,91
169314,279
169315,56
169316,-142
169317,-80
169318,30
169319,12
169320,0
169321,69
169322,57
169323,-104
169324,-141
169325,38
169326,102
169327,7
169328,49
169329,109
169330,-126
169331,-323
169332,0
169333,402
169334,210
169335,-292
169336,-354
169337,105
169338,407
169339,107
169340,-384
169341,-350
169342,283
169343,636
169344,0
169345,-855
169346,-517
169347,857
169348,1235
169349,-432
169350,-1943
169351,-580
169352,2214
169353,2035
169354,-1593
169355,-3352
169356,0
169357,3816
169358,2071
169359,-3040
169360,-3820
169361,1159
169362,4512
169363,1169
169364,-3910
169365,-3189
169366,2253
169367,4365
169368,0
169369,-4462
169370,-2361
169371,3435
169372,4345
169373,-1345
169374,-5392
169375,-1448
