,L
176519,563
176520,0
176521,-356
176522,207
176523,81
176524,-133
176525,21
176526,-9
176527,66
176528,0
176529,-170
176530,178
176531,124
176532,-398
176533,182
176534,400
176535,-620
176536,0
176537,825
176538,-707
176539,-422
176540,1203
176541,-496
176542,-974
176543,1334
176544,0
176545,-1425
176546,1112
176547,607
176548,-1585
176549,602
176550,1100
176551,-1416
176552,0
176553,1360
176554,-1020
176555,-540
176556,1381
176557,-516
176558,-931
176559,1189
176560,0
176561,-1136
176562,843
176563,441
176564,-1116
176565,413
176566,733
176567,-903
176568,0
176569,752
176570,-508
176571,-236
176572,511
176573,-152
176574,-202
176575,162
176576,0
176577,33
176578,-96
176579,-90
176580,336
176581,-166
176582,-374
176583,568
176584,0
176585,-688
176586,567
176587,329
176588,-921
176589,376
176590,739
176591,-1030
176592,0
176593,1182
176594,-970
176595,-560
176596,1559
176597,-632
176598,-1236
176599,1704
176600,0
176601,-1875
176602,1493
176603,836
176604,-2255
176605,887
176606,1680
176607,-2238
176608,0
176609,2270
176610,-1738
176611,-941
176612,2466
176613,-946
176614,-1750
176615,2283
176616,0
176617,-2291
176618,1765
176619,963
176620,-2546
176621,988
176622,1861
176623,-2488
176624,0
176625,2609
176626,-2042
176627,-1128
176628,2999
176629,-1162
176630,-2166
176631,2850
176632,0
176633,-2879
176634,2206
176635,1190
176636,-3090
176637,1172
176638,2145
176639,-2768
176640,0
176641,2686
176642,-2029
176643,-1087
176644,2821
176645,-1074
176646,-1984
176647,2603
176648,0
176649,-2654
176650,2052
176651,1120
176652,-2956
176653,1145
176654,2148
176655,-2846
176656,0
176657,2898
176658,-2225
176659,-1202
176660,3124
176661,-1182
176662,-2152
176663,2766
176664,0
176665,-2683
176666,2023
176667,1077
176668,-2763
176669,1037
176670,1883
176671,-2417
176672,0
176673,2347
176674,-1778
176675,-955
176676,2487
176677,-950
176678,-1757
176679,2301
176680,0
176681,-2323
176682,1788
176683,973
176684,-2557
176685,984
176686,1827
176687,-2395
176688,0
176689,2388
176690,-1815
176691,-975
176692,2524
176693,-953
176694,-1730
176695,2209
176696,0
176697,-2109
176698,1584
176699,844
176700,-2181
176701,827
176702,1522
176703,-1989
176704,0
176705,2001
176706,-1538
176707,-838
176708,2208
176709,-851
176710,-1581
176711,2072
176712,0
176713,-2084
176714,1604
176715,873
176716,-2294
176717,881
176718,1636
176719,-2146
176720,0
176721,2137
176722,-1622
176723,-869
176724,2242
176725,-845
176726,-1537
176727,1974
176728,0
176729,-1908
176730,1434
176731,761
176732,-1947
176733,730
176734,1324
176735,-1703
176736,0
176737,1665
176738,-1271
176739,-689
176740,1810
176741,-697
176742,-1296
176743,1699
176744,0
176745,-1681
176746,1271
176747,677
176748,-1741
176749,652
176750,1173
176751,-1477
176752,0
176753,1343
176754,-968
176755,-489
176756,1185
176757,-421
176758,-729
176759,905
176760,0
176761,-825
176762,603
176763,311
176764,-778
176765,283
176766,499
176767,-623
176768,0
176769,588
176770,-440
176771,-232
176772,584
176773,-212
176774,-362
176775,423
176776,0
176777,-301
176778,184
176779,75
176780,-130
176781,22
176782,-9
176783,71
176784,0
176785,-182
176786,185
176787,125
176788,-384
176789,163
176790,328
176791,-460
176792,0
176793,516
176794,-415
176795,-237
176796,664
176797,-274
176798,-546
176799,754
176800,0
176801,-807
176802,637
176803,356
176804,-966
176805,381
176806,725
176807,-979
176808,0
176809,1074
176810,-867
176811,-492
176812,1335
176813,-528
176814,-1010
176815,1374
176816,0
176817,-1490
176818,1184
176819,667
176820,-1819
176821,724
176822,1379
176823,-1839
176824,0
176825,1885
176826,-1464
176827,-805
176828,2140
176829,-834
176830,-1574
176831,2102
176832,0
176833,-2181
176834,1692
176835,928
176836,-2457
176837,952
176838,1781
176839,-2366
176840,0
176841,2482
176842,-1949
176843,-1080
176844,2891
176845,-1135
176846,-2158
176847,2900
176848,0
176849,-3032
176850,2363
176851,1303
176852,-3464
176853,1344
176854,2508
176855,-3305
176856,0
176857,3367
176858,-2600
176859,-1417
176860,3722
176861,-1432
176862,-2667
176863,3523
176864,0
176865,-3607
176866,2793
176867,1532
176868,-4073
176869,1592
176870,3013
176871,-4032
176872,0
176873,4211
176874,-3290
176875,-1818
176876,4845
176877,-1884
176878,-3524
176879,4649
176880,0
176881,-4722
176882,3632
176883,1970
176884,-5157
176885,1976
176886,3664
176887,-4808
176888,0
176889,4838
176890,-3713
176891,-2017
176892,5300
176893,-2040
176894,-3792
176895,4987
176896,0
176897,-5071
176898,3922
176899,2143
176900,-5645
176901,2171
176902,4025
176903,-5269
176904,0
176905,5267
176906,-4020
176907,-2167
176908,5634
176909,-2142
176910,-3924
176911,5067
176912,0
176913,-4916
176914,3700
176915,1966
176916,-5032
176917,1880
176918,3388
176919,-4319
176920,0
176921,4114
176922,-3066
176923,-1611
176924,4079
176925,-1505
176926,-2668
176927,3323
176928,0
176929,-2991
176930,2167
176931,1103
176932,-2687
176933,947
176934,1603
176935,-1908
176936,0
176937,1542
176938,-1028
176939,-470
176940,1013
176941,-308
176942,-429
176943,374
176944,0
176945,5
176946,-149
176947,-159
176948,628
176949,-322
176950,-747
176951,1164
176952,0
176953,-1504
176954,1279
176955,765
176956,-2193
176957,908
176958,1790
176959,-2465
176960,0
176961,2685
176962,-2129
176963,-1185
176964,3156
176965,-1224
176966,-2291
176967,3034
176968,0
176969,-3105
176970,2392
176971,1304
176972,-3440
176973,1327
176974,2458
176975,-3199
176976,0
176977,3179
176978,-2442
176979,-1324
176980,3444
176981,-1300
176982,-2361
176983,3028
176984,0
176985,-2866
176986,2097
176987,1074
176988,-2652
176989,958
176990,1660
176991,-2004
176992,0
176993,1654
176994,-1146
176995,-557
176996,1285
176997,-420
176998,-649
176999,705
177000,0
177001,-509
177002,323
177003,133
177004,-233
177005,45
177006,10
177007,84
177008,0
177009,-303
177010,321
177011,220
177012,-700
177013,316
177014,680
177015,-1018
177016,0
177017,1266
177018,-1055
177019,-616
177020,1725
177021,-701
177022,-1362
177023,1845
177024,0
177025,-1919
177026,1489
177027,817
177028,-2158
177029,828
177030,1523
177031,-1971
177032,0
177033,1933
177034,-1465
177035,-783
177036,2019
177037,-764
177038,-1405
177039,1834
177040,0
177041,-1827
177042,1392
177043,749
177044,-1946
177045,740
177046,1359
177047,-1764
177048,0
177049,1719
177050,-1287
177051,-678
177052,1727
177053,-641
177054,-1145
177055,1435
177056,0
177057,-1301
177058,946
177059,487
177060,-1204
177061,434
177062,754
177063,-927
177064,0
177065,814
177066,-581
177067,-294
177068,727
177069,-262
177070,-458
177071,562
177072,0
177073,-511
177074,377
177075,195
177076,-486
177077,175
177078,309
177079,-388
177080,0
177081,361
177082,-263
177083,-134
177084,329
177085,-116
177086,-200
177087,250
177088,0
177089,-227
177090,156
177091,71
177092,-153
177093,48
177094,77
177095,-82
177096,0
177097,32
177098,-4
177099,6
177100,-43
177101,24
177102,55
177103,-82
177104,0
177105,106
177106,-95
177107,-57
177108,160
177109,-65
177110,-135
177111,207
177112,0
177113,-284
177114,246
177115,152
177116,-460
177117,205
177118,437
177119,-652
177120,0
177121,818
177122,-688
177123,-404
177124,1133
177125,-461
177126,-896
177127,1224
177128,0
177129,-1327
177130,1059
177131,596
177132,-1607
177133,629
177134,1185
177135,-1580
177136,0
177137,1643
177138,-1274
177139,-698
177140,1855
177141,-726
177142,-1372
177143,1823
177144,0
177145,-1875
177146,1461
177147,805
177148,-2131
177149,820
177150,1521
177151,-1994
177152,0
177153,1994
177154,-1510
177155,-802
177156,2051
177157,-766
177158,-1376
177159,1740
177160,0
177161,-1602
177162,1167
177163,599
177164,-1481
177165,536
177166,937
177167,-1157
177168,0
177169,1019
177170,-732
177171,-373
177172,917
177173,-324
177174,-545
177175,636
177176,0
177177,-493
177178,321
177179,140
177180,-275
177181,70
177182,68
177183,-10
177184,0
177185,-157
177186,185
177187,134
177188,-431
177189,192
177190,398
177191,-569
177192,0
177193,645
177194,-519
177195,-294
177196,806
177197,-322
177198,-625
177199,853
177200,0
177201,-912
177202,714
177203,393
177204,-1044
177205,404
177206,755
177207,-1000
177208,0
177209,1025
177210,-785
177211,-420
177212,1072
177213,-396
177214,-700
177215,869
177216,0
177217,-767
177218,545
177219,272
177220,-653
177221,227
177222,377
177223,-434
177224,0
177225,315
177226,-198
177227,-85
177228,164
177229,-40
177230,-32
177231,-10
177232,0
177233,122
177234,-142
177235,-105
177236,353
177237,-165
177238,-367
177239,567
177240,0
177241,-752
177242,645
177243,385
177244,-1105
177245,459
177246,915
177247,-1278
177248,0
177249,1430
177250,-1146
177251,-645
177252,1747
177253,-689
177254,-1313
177255,1762
177256,0
177257,-1842
177258,1435
177259,792
177260,-2112
177261,824
177262,1552
177263,-2063
177264,0
177265,2148
177266,-1682
177267,-930
177268,2475
177269,-962
177270,-1806
177271,2400
177272,0
177273,-2475
177274,1917
177275,1049
177276,-2770
177277,1071
177278,1999
177279,-2635
177280,0
177281,2661
177282,-2040
177283,-1105
177284,2891
177285,-1105
177286,-2038
177287,2659
177288,0
177289,-2661
177290,2040
177291,1107
177292,-2902
177293,1115
177294,2070
177295,-2717
177296,0
177297,2735
177298,-2104
177299,-1147
177300,3021
177301,-1162
177302,-2153
177303,2816
177304,0
177305,-2815
177306,2149
177307,1159
177308,-3017
177309,1149
177310,2113
177311,-2742
177312,0
177313,2697
177314,-2047
177315,-1098
177316,2842
177317,-1077
177318,-1977
177319,2573
177320,0
177321,-2554
177322,1945
177323,1048
177324,-2727
177325,1038
177326,1902
177327,-2460
177328,0
177329,2432
177330,-1861
177331,-1007
177332,2627
177333,-1003
177334,-1852
177335,2422
177336,0
177337,-2402
177338,1817
177339,970
177340,-2503
177341,944
177342,1718
177343,-2214
177344,0
177345,2164
177346,-1639
177347,-875
177348,2261
177349,-855
177350,-1566
177351,2030
177352,0
177353,-2000
177354,1526
177355,827
177356,-2168
177357,830
177358,1530
177359,-1994
177360,0
177361,1986
177362,-1518
177363,-823
177364,2157
177365,-828
177366,-1530
177367,1995
177368,0
177369,-1971
177370,1491
177371,794
177372,-2029
177373,759
177374,1377
177375,-1776
177376,0
177377,1719
177378,-1282
177379,-676
177380,1728
177381,-650
177382,-1183
177383,1526
177384,0
177385,-1515
177386,1168
177387,638
177388,-1678
177389,643
177390,1190
177391,-1552
177392,0
177393,1524
177394,-1145
177395,-605
177396,1538
177397,-570
177398,-1017
177399,1274
177400,0
177401,-1146
177402,823
177403,415
177404,-1012
177405,363
177406,634
177407,-786
177408,0
177409,699
177410,-502
177411,-254
177412,616
177413,-213
177414,-353
177415,415
177416,0
177417,-357
177418,251
177419,119
177420,-264
177421,80
177422,109
177423,-83
177424,0
177425,-56
177426,95
177427,79
177428,-281
177429,138
177430,311
177431,-473
177432,0
177433,597
177434,-514
177435,-310
177436,884
177437,-358
177438,-692
177439,945
177440,0
177441,-1022
177442,802
177443,441
177444,-1175
177445,460
177446,873
177447,-1173
177448,0
177449,1240
177450,-979
177451,-547
177452,1475
177453,-583
177454,-1120
177455,1517
177456,0
177457,-1593
177458,1238
177459,682
177460,-1824
177461,714
177462,1347
177463,-1796
177464,0
177465,1882
177466,-1477
177467,-815
177468,2157
177469,-831
177470,-1550
177471,2049
177472,0
177473,-2099
177474,1628
177475,895
177476,-2381
177477,927
177478,1744
177479,-2320
177480,0
177481,2385
177482,-1840
177483,-1005
177484,2663
177485,-1036
177486,-1948
177487,2584
177488,0
177489,-2662
177490,2082
177491,1153
177492,-3076
177493,1195
177494,2241
177495,-2973
177496,0
177497,3070
177498,-2379
177499,-1301
177500,3441
177501,-1335
177502,-2507
177503,3325
177504,0
177505,-3421
177506,2656
177507,1458
177508,-3859
177509,1493
177510,2788
177511,-3682
177512,0
177513,3763
177514,-2916
177515,-1599
177516,4244
177517,-1649
177518,-3097
177519,4105
177520,0
177521,-4199
177522,3242
177523,1769
177524,-4663
177525,1798
177526,3346
177527,-4398
177528,0
177529,4446
177530,-3424
177531,-1864
177532,4891
177533,-1875
177534,-3472
177535,4547
177536,0
177537,-4566
177538,3500
177539,1898
177540,-4979
177541,1913
177542,3548
177543,-4648
177544,0
177545,4673
177546,-3585
177547,-1943
177548,5082
177549,-1944
177550,-3591
177551,4687
177552,0
177553,-4651
177554,3533
177555,1895
177556,-4901
177557,1854
177558,3382
177559,-4358
177560,0
177561,4225
177562,-3174
177563,-1680
177564,4288
177565,-1599
177566,-2880
177567,3654
177568,0
177569,-3402
177570,2498
177571,1292
177572,-3213
177573,1162
177574,2019
177575,-2468
177576,0
177577,2128
177578,-1498
177579,-741
177580,1766
177581,-614
177582,-1025
177583,1189
177584,0
177585,-885
177586,571
177587,253
177588,-506
177589,124
177590,86
177591,80
177592,0
177593,-470
177594,513
177595,361
177596,-1155
177597,517
177598,1089
177599,-1595
177600,0
177601,1913
177602,-1564
177603,-892
177604,2439
177605,-971
177606,-1855
177607,2484
177608,0
177609,-2558
177610,1976
177611,1077
177612,-2831
177613,1088
177614,2028
177615,-2683
177616,0
177617,2748
177618,-2114
177619,-1148
177620,3014
177621,-1160
177622,-2160
177623,2838
177624,0
177625,-2838
177626,2155
177627,1151
177628,-2953
177629,1101
177630,1969
177631,-2464
177632,0
177633,2184
177634,-1549
177635,-770
177636,1832
177637,-628
177638,-1026
177639,1170
177640,0
177641,-876
177642,570
177643,257
177644,-556
177645,177
177646,280
177647,-310
177648,0
177649,185
177650,-88
177651,-19
177652,-24
177653,40
177654,142
177655,-285
177656,0
177657,514
177658,-488
177659,-317
177660,969
177661,-424
177662,-881
177663,1272
177664,0
177665,-1475
177666,1190
177667,673
177668,-1824
177669,716
177670,1344
177671,-1770
177672,0
177673,1765
177674,-1335
177675,-707
177676,1800
177677,-670
177678,-1210
177679,1556
177680,0
177681,-1510
177682,1134
177683,602
177684,-1550
177685,587
177686,1078
177687,-1404
177688,0
177689,1404
177690,-1075
177691,-582
177692,1514
177693,-573
177694,-1042
177695,1331
177696,0
177697,-1234
177698,894
177699,455
177700,-1117
177701,401
177702,693
177703,-843
177704,0
177705,720
177706,-511
177707,-257
177708,619
177709,-216
177710,-363
177711,440
177712,0
177713,-398
177714,288
177715,146
177716,-359
177717,128
177718,219
177719,-260
177720,0
177721,216
177722,-154
177723,-77
177724,183
177725,-63
177726,-111
177727,146
177728,0
177729,-151
177730,114
177731,64
177732,-182
177733,73
177734,135
177735,-160
177736,0
177737,118
177738,-77
177739,-34
177740,64
177741,-15
177742,-14
177743,6
177744,0
177745,20
177746,-23
177747,-13
177748,31
177749,-10
177750,-19
177751,22
177752,0
177753,0
177754,-4
177755,0
177756,-16
177757,15
177758,50
177759,-97
177760,0
177761,177
177762,-171
177763,-115
177764,370
177765,-171
177766,-374
177767,561
177768,0
177769,-697
177770,585
177771,344
177772,-962
177773,388
177774,753
177775,-1031
177776,0
177777,1115
177778,-879
177779,-488
177780,1308
177781,-510
177782,-954
177783,1254
177784,0
177785,-1280
177786,1004
177787,561
177788,-1519
177789,601
177790,1151
177791,-1560
177792,0
177793,1668
177794,-1308
177795,-721
177796,1916
177797,-743
177798,-1388
177799,1820
177800,0
177801,-1780
177802,1333
177803,702
177804,-1772
177805,650
177806,1145
177807,-1426
177808,0
177809,1310
177810,-967
177811,-503
177812,1268
177813,-466
177814,-826
177815,1034
177816,0
177817,-946
177818,697
177819,365
177820,-921
177821,334
177822,574
177823,-684
177824,0
177825,528
177826,-340
177827,-149
177828,300
177829,-81
177830,-92
177831,48
177832,0
177833,84
177834,-116
177835,-92
177836,316
177837,-145
177838,-303
177839,427
177840,0
177841,-474
177842,375
177843,206
177844,-543
177845,210
177846,400
177847,-541
177848,0
177849,548
177850,-415
177851,-224
177852,596
177853,-231
177854,-428
177855,558
177856,0
177857,-562
177858,432
177859,231
177860,-579
177861,206
177862,348
177863,-408
177864,0
177865,294
177866,-178
177867,-71
177868,124
177869,-22
177870,6
177871,-71
177872,0
177873,185
177874,-183
177875,-119
177876,363
177877,-156
177878,-322
177879,466
177880,0
177881,-577
177882,490
177883,291
177884,-834
177885,348
177886,700
177887,-989
177888,0
177889,1138
177890,-929
177891,-536
177892,1490
177893,-603
177894,-1170
177895,1589
177896,0
177897,-1682
177898,1316
177899,727
177900,-1942
177901,758
177902,1428
177903,-1898
177904,0
177905,1954
177906,-1512
177907,-825
177908,2177
177909,-842
177910,-1582
177911,2108
177912,0
177913,-2193
177914,1712
177915,946
177916,-2530
177917,986
177918,1845
177919,-2429
177920,0
177921,2469
177922,-1907
177923,-1037
177924,2704
177925,-1027
177926,-1883
177927,2439
177928,0
177929,-2366
177930,1779
177931,949
177932,-2462
177933,937
177934,1725
177935,-2249
177936,0
177937,2285
177938,-1772
177939,-968
177940,2544
177941,-979
177942,-1825
177943,2411
177944,0
177945,-2435
177946,1865
177947,1010
177948,-2639
177949,1003
177950,1832
177951,-2360
177952,0
177953,2329
177954,-1779
177955,-962
177956,2515
177957,-965
177958,-1792
177959,2347
177960,0
177961,-2337
177962,1788
177963,970
177964,-2550
177965,981
177966,1829
177967,-2426
177968,0
177969,2501
177970,-1929
177971,-1049
177972,2757
177973,-1061
177974,-1969
177975,2573
177976,0
177977,-2572
177978,1977
177979,1073
177980,-2794
177981,1058
177982,1933
177983,-2500
177984,0
177985,2452
177986,-1858
177987,-1001
177988,2621
177989,-1009
177990,-1873
177991,2450
177992,0
177993,-2443
177994,1868
177995,1009
177996,-2622
177997,996
177998,1827
177999,-2371
178000,0
178001,2321
178002,-1747
178003,-928
178004,2379
178005,-893
178006,-1618
178007,2077
178008,0
178009,-2009
178010,1511
178011,802
178012,-2057
178013,774
178014,1407
178015,-1807
178016,0
178017,1729
178018,-1293
178019,-684
178020,1745
178021,-649
178022,-1165
178023,1477
178024,0
178025,-1383
178026,1021
178027,534
178028,-1360
178029,510
178030,925
178031,-1185
178032,0
178033,1123
178034,-835
178035,-441
178036,1127
178037,-422
178038,-763
178039,972
178040,0
178041,-916
178042,678
178043,354
178044,-891
178045,324
178046,567
178047,-700
178048,0
178049,625
178050,-449
178051,-226
178052,547
178053,-192
178054,-325
178055,389
178056,0
178057,-316
178058,212
178059,99
178060,-229
178061,78
178062,131
178063,-152
178064,0
178065,105
178066,-60
178067,-21
178068,23
178069,7
178070,48
178071,-114
178072,0
178073,229
178074,-224
178075,-148
178076,464
178077,-206
178078,-435
178079,636
178080,0
178081,-761
178082,625
178083,360
178084,-997
178085,401
178086,774
178087,-1052
178088,0
178089,1131
178090,-900
178091,-508
178092,1383
178093,-551
178094,-1059
178095,1437
178096,0
178097,-1544
178098,1225
178099,688
178100,-1869
178101,742
178102,1419
178103,-1916
178104,0
178105,2030
178106,-1598
178107,-888
178108,2381
178109,-934
178110,-1769
178111,2365
178112,0
178113,-2470
178114,1930
178115,1065
178116,-2833
178117,1102
178118,2065
178119,-2732
178120,0
178121,2794
178122,-2167
178123,-1189
178124,3152
178125,-1221
178126,-2279
178127,3009
178128,0
178129,-3081
178130,2387
178131,1306
178132,-3454
178133,1339
178134,2509
178135,-3327
178136,0
178137,3410
178138,-2638
178139,-1443
178140,3815
178141,-1476
178142,-2757
178143,3637
178144,0
178145,-3706
178146,2863
178147,1562
178148,-4109
178149,1581
178150,2936
178151,-3859
178152,0
178153,3895
178154,-2989
178155,-1621
178156,4255
178157,-1640
178158,-3056
178159,4027
178160,0
178161,-4074
178162,3137
178163,1712
178164,-4514
178165,1742
178166,3242
178167,-4264
178168,0
178169,4320
178170,-3322
178171,-1803
178172,4720
178173,-1810
178174,-3352
178175,4390
178176,0
178177,-4405
178178,3375
178179,1826
178180,-4764
178181,1819
178182,3355
178183,-4379
178184,0
178185,4360
178186,-3326
178187,-1794
178188,4679
178189,-1785
178190,-3288
178191,4280
178192,0
178193,-4255
178194,3247
178195,1748
178196,-4538
178197,1725
178198,3173
178199,-4128
178200,0
178201,4070
178202,-3081
178203,-1647
178204,4242
178205,-1594
178206,-2882
178207,3676
178208,0
178209,-3486
178210,2592
178211,1360
178212,-3433
178213,1262
178214,2228
178215,-2758
178216,0
178217,2439
178218,-1743
178219,-875
178220,2098
178221,-730
178222,-1223
178223,1451
178224,0
178225,-1188
178226,805
178227,379
178228,-853
178229,275
178230,415
178231,-412
178232,0
178233,129
178234,14
178235,74
178236,-384
178237,223
178238,560
178239,-922
178240,0
178241,1305
178242,-1143
178243,-693
178244,1995
178245,-826
178246,-1629
178247,2242
178248,0
178249,-2429
178250,1920
178251,1068
178252,-2853
178253,1108
178254,2068
178255,-2725
178256,0
178257,2759
178258,-2121
178259,-1151
178260,3024
178261,-1164
178262,-2163
178263,2838
178264,0
178265,-2864
178266,2207
178267,1201
178268,-3145
178269,1200
178270,2205
178271,-2859
178272,0
178273,2781
178274,-2075
178275,-1086
178276,2727
178277,-994
178278,-1730
178279,2104
178280,0
178281,-1779
178282,1244
178283,610
178284,-1426
178285,481
178286,780
178287,-897
178288,0
178289,711
178290,-485
178291,-233
178292,536
178293,-179
178294,-281
178295,295
178296,0
178297,-125
178298,23
178299,-30
178300,205
178301,-129
178302,-335
178303,562
178304,0
178305,-801
178306,704
178307,430
178308,-1240
178309,513
178310,1012
178311,-1393
178312,0
178313,1485
178314,-1150
178315,-625
178316,1637
178317,-629
178318,-1166
178319,1521
178320,0
178321,-1507
178322,1148
178323,616
178324,-1592
178325,599
178326,1087
178327,-1402
178328,0
178329,1379
178330,-1046
178331,-559
178332,1443
178333,-544
178334,-987
178335,1259
178336,0
178337,-1189
178338,885
178339,466
178340,-1181
178341,435
178342,768
178343,-952
178344,0
178345,831
178346,-586
178347,-291
178348,694
178349,-242
178350,-409
178351,493
178352,0
178353,-414
178354,282
178355,132
178356,-290
178357,91
178358,135
178359,-136
178360,0
178361,58
178362,-19
178363,1
178364,-33
178365,24
178366,66
178367,-113
178368,0
178369,156
178370,-130
178371,-72
178372,182
178373,-62
178374,-100
178375,113
178376,0
178377,-104
178378,84
178379,51
178380,-156
178381,70
178382,152
178383,-228
178384,0
178385,280
178386,-232
178387,-134
178388,369
178389,-145
178390,-269
178391,348
178392,0
178393,-332
178394,246
178395,127
178396,-321
178397,118
178398,214
178399,-279
178400,0
178401,297
178402,-243
178403,-143
178404,408
178405,-169
178406,-342
178407,492
178408,0
178409,-599
178410,503
178411,295
178412,-831
178413,339
178414,663
178415,-910
178416,0
178417,991
178418,-785
178419,-437
178420,1175
178421,-461
178422,-876
178423,1173
178424,0
178425,-1215
178426,941
178427,515
178428,-1362
178429,528
178430,994
178431,-1327
178432,0
178433,1402
178434,-1104
178435,-614
178436,1654
178437,-652
178438,-1236
178439,1649
178440,0
178441,-1679
178442,1289
178443,698
178444,-1813
178445,685
178446,1244
178447,-1597
178448,0
178449,1536
178450,-1146
178451,-603
178452,1534
178453,-572
178454,-1030
178455,1306
178456,0
178457,-1224
178458,910
178459,477
178460,-1203
178461,440
178462,778
178463,-974
178464,0
178465,882
178466,-630
178467,-314
178468,757
178469,-264
178470,-444
178471,521
178472,0
178473,-411
178474,273
178475,123
178476,-253
178477,71
178478,89
178479,-65
178480,0
178481,-24
178482,48
178483,40
178484,-143
178485,69
178486,156
178487,-236
178488,0
178489,281
178490,-229
178491,-131
178492,357
178493,-138
178494,-261
178495,358
178496,0
178497,-410
178498,323
178499,173
178500,-442
178501,163
178502,287
178503,-345
178504,0
178505,254
178506,-162
178507,-74
178508,159
178509,-46
178510,-55
178511,33
178512,0
178513,49
178514,-74
178515,-60
178516,204
178517,-92
178518,-195
178519,292
178520,0
178521,-384
178522,333
178523,202
178524,-596
178525,256
178526,529
178527,-763
178528,0
178529,901
178530,-743
178531,-430
178532,1201
178533,-488
178534,-959
178535,1327
178536,0
178537,-1464
178538,1166
178539,652
178540,-1752
178541,685
178542,1289
178543,-1711
178544,0
178545,1769
178546,-1378
178547,-758
178548,2015
178549,-781
178550,-1460
178551,1929
178552,0
178553,-1976
178554,1536
178555,845
178556,-2248
178557,874
178558,1645
178559,-2191
178560,0
178561,2263
178562,-1747
178563,-950
178564,2491
178565,-954
178566,-1764
178567,2296
178568,0
178569,-2255
178570,1706
178571,911
178572,-2343
178573,879
178574,1593
178575,-2050
178576,0
178577,2008
178578,-1525
178579,-821
178580,2144
178581,-822
178582,-1529
178583,2013
178584,0
178585,-2049
178586,1581
178587,860
178588,-2256
178589,864
178590,1598
178591,-2087
178592,0
178593,2050
178594,-1542
178595,-821
178596,2117
178597,-799
178598,-1458
178599,1877
178600,0
178601,-1848
178602,1414
178603,766
178604,-2005
178605,770
178606,1436
178607,-1902
178608,0
178609,1956
178610,-1518
178611,-834
178612,2219
178613,-864
178614,-1623
178615,2148
178616,0
178617,-2196
178618,1697
178619,924
178620,-2424
178621,929
178622,1716
178623,-2236
178624,0
178625,2212
178626,-1687
178627,-912
178628,2388
178629,-915
178630,-1695
178631,2224
178632,0
178633,-2249
178634,1729
178635,939
178636,-2461
178637,944
178638,1752
178639,-2301
178640,0
178641,2307
178642,-1759
178643,-945
178644,2446
178645,-924
178646,-1686
178647,2172
178648,0
178649,-2106
178650,1591
178651,852
178652,-2208
178653,835
178654,1521
178655,-1953
178656,0
178657,1883
178658,-1414
178659,-750
178660,1920
178661,-717
178662,-1293
178663,1640
178664,0
178665,-1530
178666,1127
178667,585
178668,-1464
178669,534
178670,941
178671,-1171
178672,0
178673,1068
178674,-782
178675,-404
178676,1005
178677,-365
178678,-642
178679,799
178680,0
178681,-719
178682,515
178683,257
178684,-616
178685,213
178686,354
178687,-409
178688,0
178689,293
178690,-178
178691,-71
178692,120
178693,-19
178694,16
178695,-91
178696,0
178697,226
178698,-222
178699,-145
178700,439
178701,-187
178702,-373
178703,517
178704,0
178705,-582
178706,473
178707,270
178708,-743
178709,296
178710,572
178711,-778
178712,0
178713,846
178714,-679
178715,-389
178716,1086
178717,-444
178718,-873
178719,1211
178720,0
178721,-1347
178722,1077
178723,605
178724,-1631
178725,641
178726,1217
178727,-1632
178728,0
178729,1704
178730,-1326
178731,-727
178732,1923
178733,-742
178734,-1382
178735,1821
178736,0
178737,-1879
178738,1470
178739,813
178740,-2171
178741,847
178742,1596
178743,-2132
178744,0
178745,2231
178746,-1742
178747,-959
178748,2548
178749,-993
178750,-1873
178751,2492
178752,0
178753,-2553
178754,1969
178755,1073
178756,-2827
178757,1089
178758,2026
178759,-2664
178760,0
178761,2708
178762,-2090
178763,-1139
178764,2995
178765,-1152
178766,-2141
178767,2816
178768,0
178769,-2868
178770,2220
178771,1215
178772,-3212
178773,1242
178774,2317
178775,-3055
178776,0
178777,3096
178778,-2387
178779,-1303
178780,3439
178781,-1327
178782,-2469
178783,3243
178784,0
178785,-3286
178786,2533
178787,1379
178788,-3621
178789,1394
178790,2601
178791,-3439
178792,0
178793,3520
178794,-2723
178795,-1490
178796,3936
178797,-1519
178798,-2824
178799,3709
178800,0
178801,-3751
178802,2892
178803,1577
178804,-4156
178805,1603
178806,2986
178807,-3931
178808,0
178809,3985
178810,-3073
178811,-1675
178812,4410
178813,-1698
178814,-3162
178815,4169
178816,0
178817,-4240
178818,3263
178819,1771
178820,-4642
178821,1779
178822,3290
178823,-4295
178824,0
178825,4282
178826,-3275
178827,-1771
178828,4622
178829,-1766
178830,-3264
178831,4264
178832,0
178833,-4247
178834,3236
178835,1744
178836,-4544
178837,1731
178838,3181
178839,-4122
178840,0
178841,4031
178842,-3041
178843,-1619
178844,4162
178845,-1566
178846,-2841
178847,3629
178848,0
178849,-3412
178850,2518
178851,1311
178852,-3283
178853,1196
178854,2094
178855,-2585
178856,0
178857,2305
178858,-1658
178859,-837
178860,2027
178861,-712
178862,-1202
178863,1420
178864,0
178865,-1118
178866,742
178867,342
178868,-752
178869,233
178870,323
178871,-263
178872,0
178873,-90
178874,205
178875,182
178876,-669
178877,332
178878,759
178879,-1176
178880,0
178881,1507
178882,-1273
178883,-753
178884,2132
